Country,Year,Value,Disease
LBN,2024.0,1.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
LBR,2010.0,559.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
LBR,2011.0,809.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
LBR,2012.0,850.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
LBR,2013.0,641.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
LBR,2014.0,647.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
LBR,2015.0,1180.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
LBR,2016.0,1382.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
LBR,2017.0,1553.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
LBR,2018.0,1827.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
LBR,2019.0,1838.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
LBR,2020.0,1351.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
LBR,2021.0,1856.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
LBR,2022.0,1657.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
LBR,2023.0,1834.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
LBR,2024.0,1998.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
LBY,2016.0,53.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
LBY,2017.0,53.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
LBY,2018.0,64.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
LBY,2019.0,64.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
LBY,2020.0,63.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
LBY,2021.0,62.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
LBY,2022.0,62.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
LBY,2023.0,60.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
LCA,2010.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
LCA,2011.0,4.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
LCA,2012.0,13.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
LCA,2013.0,5.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
LCA,2014.0,10.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
LCA,2015.0,4.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
LCA,2016.0,10.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
LCA,2017.0,4.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
LCA,2018.0,5.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
LCA,2019.0,10.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
LCA,2020.0,13.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
LCA,2021.0,9.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
LCA,2022.0,5.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
LCA,2023.0,2.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
LCA,2024.0,6.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
LKA,2010.0,6.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
LKA,2011.0,6.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
LKA,2012.0,5.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
LKA,2013.0,6.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
LKA,2014.0,9.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
LKA,2015.0,11.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
LKA,2016.0,16.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
LKA,2017.0,16.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
LKA,2018.0,17.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
LKA,2019.0,16.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
LKA,2020.0,16.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
LKA,2021.0,16.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
LKA,2022.0,18.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
LKA,2023.0,15.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
LKA,2024.0,23.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
LSO,2010.0,8047.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
LSO,2016.0,9588.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
LSO,2017.0,7660.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
LSO,2018.0,8104.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
LSO,2019.0,7972.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
LSO,2020.0,7495.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
LSO,2021.0,6738.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
LSO,2022.0,5560.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
LSO,2023.0,4824.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
LSO,2024.0,4673.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
LUX,2010.0,3.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
LUX,2011.0,8.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
LUX,2012.0,6.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
LUX,2013.0,8.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
LUX,2014.0,6.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
LUX,2015.0,8.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
LUX,2016.0,8.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
LUX,2017.0,8.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
LUX,2018.0,9.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
LUX,2019.0,10.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
LUX,2020.0,9.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
LUX,2021.0,9.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
LUX,2022.0,14.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
LUX,2023.0,10.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
LUX,2024.0,10.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MAR,2010.0,124.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MAR,2011.0,124.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MAR,2012.0,195.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MAR,2013.0,182.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MAR,2014.0,206.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MAR,2015.0,171.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MAR,2016.0,215.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MAR,2017.0,209.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MAR,2018.0,216.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MAR,2019.0,254.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MAR,2020.0,228.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MAR,2021.0,218.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MAR,2022.0,247.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MAR,2023.0,248.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MAR,2024.0,302.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MDA,2010.0,123.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MDA,2011.0,123.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MDA,2012.0,141.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MDA,2013.0,146.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MDA,2014.0,152.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MDA,2015.0,175.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MDA,2016.0,196.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MDA,2017.0,210.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MDA,2018.0,183.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MDA,2019.0,199.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MDA,2020.0,156.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MDA,2021.0,174.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MDA,2022.0,187.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MDA,2023.0,166.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MDA,2024.0,143.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MDG,2010.0,17.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MDG,2011.0,106.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MDG,2012.0,77.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MDG,2013.0,62.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MDG,2014.0,58.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MDG,2015.0,54.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MDG,2016.0,30.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MDG,2017.0,107.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MDG,2018.0,279.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MDG,2019.0,339.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MDG,2020.0,259.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MDG,2021.0,380.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MDG,2022.0,399.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MDG,2023.0,635.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MDG,2024.0,853.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MDV,2010.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MDV,2011.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MDV,2012.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MDV,2013.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MDV,2014.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MDV,2015.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MDV,2016.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MDV,2017.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MDV,2018.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MDV,2019.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MDV,2020.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MDV,2021.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MDV,2022.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MDV,2023.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MDV,2024.0,1.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MKD,2010.0,2.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MKD,2011.0,2.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MKD,2012.0,2.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MKD,2013.0,2.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MKD,2014.0,2.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MKD,2015.0,2.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MKD,2016.0,2.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MKD,2017.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MKD,2018.0,1.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MKD,2019.0,1.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MKD,2020.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MKD,2021.0,3.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MKD,2022.0,2.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MKD,2023.0,2.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MLI,2010.0,2488.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MLI,2011.0,3461.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MLI,2012.0,3750.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MLI,2013.0,2188.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MLI,2014.0,2362.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MLI,2015.0,2665.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MLI,2016.0,2379.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MLI,2017.0,2317.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MLI,2018.0,2382.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MLI,2019.0,1885.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MLI,2020.0,1905.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MLI,2021.0,2245.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MLI,2022.0,1954.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MLI,2023.0,1925.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MLI,2024.0,2003.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MLT,2011.0,6.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MLT,2012.0,5.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MLT,2013.0,5.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MLT,2014.0,2.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MLT,2016.0,3.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MLT,2017.0,2.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MLT,2018.0,3.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MLT,2019.0,3.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MLT,2020.0,3.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MLT,2021.0,5.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MLT,2022.0,4.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MMR,2010.0,1940.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MMR,2011.0,2344.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MMR,2012.0,2720.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MMR,2013.0,2912.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MMR,2014.0,3440.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MMR,2015.0,3675.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MMR,2016.0,4082.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MMR,2017.0,4125.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MMR,2018.0,4303.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MMR,2019.0,4232.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MMR,2020.0,3905.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MMR,2021.0,1016.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MMR,2022.0,1929.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MMR,2023.0,2404.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MMR,2024.0,2221.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MNE,2010.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MNE,2011.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MNE,2012.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MNE,2013.0,1.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MNE,2014.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MNE,2015.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MNE,2016.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MNE,2017.0,1.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MNE,2018.0,1.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MNE,2019.0,1.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MNE,2020.0,2.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MNE,2022.0,1.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MNE,2023.0,1.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MNE,2024.0,1.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MNG,2010.0,1.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MNG,2011.0,1.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MNG,2012.0,2.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MNG,2013.0,2.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MNG,2014.0,2.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MNG,2015.0,2.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MNG,2016.0,4.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MNG,2017.0,6.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MNG,2018.0,3.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MNG,2019.0,4.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MNG,2020.0,2.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MNG,2021.0,4.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MNG,2022.0,2.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MNG,2023.0,2.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MNG,2024.0,3.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MRT,2010.0,33.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MRT,2011.0,33.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MRT,2012.0,15.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MRT,2013.0,30.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MRT,2014.0,182.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MRT,2015.0,161.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MRT,2016.0,49.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MRT,2017.0,33.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MRT,2018.0,51.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MRT,2019.0,88.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MRT,2020.0,50.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MRT,2021.0,18.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MRT,2022.0,55.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MRT,2023.0,75.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MRT,2024.0,71.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MYS,2010.0,267.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MYS,2011.0,288.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MYS,2012.0,287.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MYS,2013.0,274.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MYS,2014.0,298.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MYS,2015.0,319.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MYS,2016.0,311.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MYS,2017.0,260.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MYS,2018.0,257.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MYS,2019.0,252.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MYS,2020.0,253.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MYS,2021.0,240.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MYS,2022.0,228.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MYS,2023.0,217.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
MYS,2024.0,198.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
NAM,2010.0,7695.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
NAM,2011.0,8413.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
NAM,2012.0,7478.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
NAM,2013.0,9412.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
NAM,2023.0,9766.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
NER,2010.0,2119.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
NER,2011.0,1571.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
NER,2012.0,1334.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
NER,2013.0,1301.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
NER,2014.0,1529.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
NER,2015.0,981.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
NER,2016.0,1541.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
NER,2017.0,982.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
NER,2018.0,941.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
NER,2019.0,794.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
NER,2020.0,647.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
NER,2021.0,625.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
NER,2022.0,759.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
NER,2023.0,960.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
NER,2024.0,1208.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
NPL,2010.0,70.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
NPL,2011.0,103.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
NPL,2012.0,126.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
NPL,2013.0,142.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
NPL,2014.0,162.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
NPL,2015.0,145.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
NPL,2016.0,181.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
NPL,2017.0,191.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
NPL,2018.0,146.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
NPL,2019.0,123.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
NPL,2020.0,121.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
